"ID","Literature_ID","Nodes_ID","Edges_ID","Pertains_To","Pages"
"1596","228","942",NULL,"fairs","636"
"1598","230","942",NULL,"fairs","336, 345, n. 54"
"1600","232","942",NULL,"fairs","113-114"
"1602","234","942",NULL,"fairs","514-528"
"1604","236","4260",NULL,"tolls","328"
"1606","230","1177",NULL,"fairs","336, n. 55"
"1608","230","122",NULL,"fairs","336, n. 53"
"1610","230","50",NULL,"fairs","336n56"
"1612","230","0",NULL,"fairs","336-337, n. 57"
"1616","230","2765",NULL,"fairs","337, n. 59; 343"
"1618","230","2795",NULL,"fairs","337, n. 61"
"1620","230","3050",NULL,"fairs","337n62, 343-344"
"1622","230","4653",NULL,"fairs","337, n. 63"
"1624","238","4653",NULL,"fairs","78-79"
"1626","230","4705",NULL,"fairs","337, 342-343, n. 64, 87"
"1628","230","1",NULL,"fairs","337, n. 65"
"1630","230","6712",NULL,"fairs","337"
"1632","230","7894",NULL,"fairs","337"
"1634","230","8336",NULL,"fairs","338"
"1636","230","2337",NULL,"fairs","339"
"1638","230","7405",NULL,"fairs","339"
"1640","230","1610",NULL,"fairs","339"
"1642","230","6195",NULL,"fairs","339"
"1644","230","322",NULL,"fairs","339"
"1646","230","4337",NULL,"fairs","341-345"
"1648","240","942",NULL,"fairs","418"
"1650","230","1826",NULL,"fairs","345, n 109"
"1652","242","1826",NULL,"fairs","203-206"
"1654","230","1987",NULL,"fairs","335"
"1656","244","973",NULL,"fairs","237-238"
"1658","244","8447",NULL,"tolls","238"
"1660","244","8447",NULL,"fairs","238"
"1662","244","5623",NULL,"tolls","239"
"1664","246","5623",NULL,,"31-36"
"1666","38","1568",NULL,,"137"
"1668","64","1568",NULL,,"109f."
"1670","38","1570",NULL,,"137"
"1672","162","1568",NULL,,"117"
"1674","38","1576",NULL,,"138"
"1676","80","1576",NULL,,"113f."
"1678","164","1232",NULL,,"p. 29"
"1680","38","1585",NULL,,"138"
"1682","162","1585",NULL,,"121"
"1684","72","1590",NULL,,"100-101"
"1686","74","1593",NULL,,"127f."
"1688","244","1790",NULL,"tolls","251"
"1690","244","1790",NULL,"fairs","251-252"
"1692","38","212",NULL,,"243"
"1694","38","8974",NULL,,"243"
"1696","244","8974",NULL,"fairs","241-242"
"1698","244","2036",NULL,"fairs","240-241"
"1700","162","1542",NULL,,"106"
"1702","248","2795",NULL,"fairs","85"
"1704","248","2795",NULL,,
"1706","250","2795",NULL,,
"1708","230","2777",NULL,"fairs","338, n. 71"
"1710","252","2777",NULL,"fairs","218-219"
"1712","254","2777",NULL,"fairs","13-24, 35-36, 57-58"
"1714","256","122",NULL,"fairs","261"
"1716","258","616",NULL,,"89"
"1720","258","1734",NULL,,"322"
"1722","258","7928",NULL,,"322, 326"
"1724","260","50",NULL,"fairs","247-248"
"1726","260","43",NULL,,"201"
"1728","4","43",NULL,,"291"
"1730","260","8975",NULL,,"202"
"1732","4","8975",NULL,,"330"
"1736","260","44",NULL,,"35"
"1738","76","44",NULL,"tolls","93"
"1740","72","4777",NULL,,"258"
"1742","260","4777",NULL,,"36"
"1744","72","44",NULL,,"357"
"1746","262","4777",NULL,,"497-498"
"1748","72","1341",NULL,,"86-87"
"1750","264","0",NULL,"tolls","423-436"
"1752","264","21",NULL,,"375-377"
"1754","264","8977",NULL,,"377"
"1756","60","942",NULL,,"42-43"
"1758","60","8938",NULL,,"p. 67"
"1760","266","147",NULL,,
"1762","264","7",NULL,"tolls","350"
"1764","76","5",NULL,"tolls","110"
"1766","76","0",NULL,"tolls","110"
"1768","72","3",NULL,,"278-279"
"1770","76","8",NULL,,"88"
"1772","264","3",NULL,"tolls","350, n. 21"
"1774","76","3",NULL,"tolls","88"
"1776","76","3",NULL,,"88"
"1778","258","4757",NULL,,"322, 336"
"1780","4","4757",NULL,"tolls","293"
"1782","4","767",NULL,"tolls","293"
"1784","4","4213",NULL,"tolls","293"
"1786","258","3346",NULL,,"89, 322"
"1788","258","4623",NULL,,"46, 88, 121"
"1790","258","5567",NULL,,"47"
"1792","1088","767",NULL,,"55"
"1794","258","7417",NULL,,"69, 88"
"1796","270","4337",NULL,"fairs","21-22"
"1798","272","4337",NULL,"fairs",
"1800","234","4337",NULL,,"390-394"
"1802","234","4337",NULL,"fairs","394-429"
"1804","234","1987",NULL,,"73"
"1806","234","1987",NULL,"fairs","77-105, 129-135"
"1808","274","31",NULL,,"38-39"
"1810","276","31",NULL,,"34-35"
"1812","274","52",NULL,,"36"
"1814","276","52",NULL,,"30-32"
"1816","278","46",NULL,,"150"
"1818","76","8978",NULL,,"26"
"1820","76","7400",NULL,,"25"
"1822","280","1",NULL,"tolls",
"1824","72","1",NULL,,"281-282"
"1826","282","1",NULL,"fairs","15-16"
"1828","284","8447",NULL,"fairs","188-190"
"1830","284","8447",NULL,"tolls","193-196"
"1832","284","8447",NULL,,"71-129"
"1834","286","1379",NULL,"tolls","17"
"1836","288","1379",NULL,"fairs","6-7"
"1838","290","1379",NULL,,
"1840","244","5623",NULL,"fairs","239-240"
"1842","292","5623",NULL,"tolls","70-75"
"1844","294","5623",NULL,"tolls","383"
"1846","292","5623",NULL,"fairs","48-49, 75"
"1848","294","5623",NULL,"fairs","383"
"1850","296","5623",NULL,"fairs","Teil 6, 117-118"
"1852","298","8979",NULL,,"1-4"
"1854","292","8979",NULL,,"45, 72-73"
"1856","300","1987",NULL,"fairs","102-107"
"1858","302","1987",NULL,"fairs",
"1860","304","8980",NULL,,"196-198"
"1862","304","2777",NULL,,"196-198"
"1864","304","8981",NULL,,"198"
"1866","306","8823",NULL,"tolls","348-350"
"1868","308","8982",NULL,"tolls","302-304"
"1870","308","4653",NULL,"fairs","398-404"
"1872","70","0",NULL,,"167"
"1874","70","7",NULL,,"411"
"1876","72","46",NULL,,"303"
"1878","72","9",NULL,,"302-302"
"1880","70","10",NULL,,"179-180"
"1882","4","21",NULL,,"308"
"1884","70","25",NULL,,"189"
"1886","310","50",NULL,,"73-83"
"1888","312","8447",NULL,,"8-9"
"1890","312","5623",NULL,,"9-11"
"1892","312","7973",NULL,,"11"
"1894","312","2036",NULL,,"11"
"1896","312","1236",NULL,,"11-13"
"1898","38","8984",NULL,,"110"
"1900","312","1379",NULL,,"13"
"1902","244","4475",NULL,"fairs","242"
"1904","244","628",NULL,,"242"
"1906","38","1599",NULL,,"137"
"1908","60","975",NULL,,"75-76"
"1910","60","1082",NULL,,"78"
"1912","60","1131",NULL,,"80"
"1914","244","5704",NULL,"fairs","244-245"
"1916","244","4860",NULL,,"245"
"1920","244","6188",NULL,"fairs","245"
"1922","244","1323",NULL,"fairs","245-246"
"1924","72","1609",NULL,,"101"
"1926","38","1610",NULL,,"136"
"1928","70","1610",NULL,,"110"
"1930","244","7973",NULL,"fairs","246-247"
"1932","60","1154",NULL,,"81"
"1934","38","1611",NULL,,"139"
"1936","4","2840",NULL,"tolls","366"
"1938","244","2840",NULL,"tolls","247"
"1942","164","1615",NULL,,"37"
"1944","38","1615",NULL,,"137"
"1946","244","2840",NULL,"fairs","247-248"
"1948","68","1618",NULL,,"41"
"1950","60","1177",NULL,,"84"
"1952","244","4881",NULL,,"248"
"1954","244","4881",NULL,"fairs","248-249"
"1956","60","1234",NULL,,"88"
"1958","60","1236",NULL,,"91"
"1960","314","8974",NULL,"fairs","146"
"1962","38","8990",NULL,,"243"
"1964","314","4216",NULL,"fairs","145-146"
"1966","244","4216",NULL,"fairs","249"
"1968","60","1330",NULL,,"96"
"1970","244","2880",NULL,"fairs","249"
"1972","314","2880",NULL,"fairs","146-147"
"1974","60","1341",NULL,,"99"
"1976","244","6398",NULL,,"250"
"1978","244","6987",NULL,,"250"
"1980","60","1379",NULL,,"p. 100"
"1982","244","8991",NULL,,"250"
"1986","244","5461",NULL,,"250"
"1988","60","1429",NULL,,"p. 104"
"1990","316","6987",NULL,,"96"
"1992","316","8991",NULL,,"96"
"1994","316","8992",NULL,,"96"
"1996","314","2840",NULL,,"133-136"
"1998","314","2840",NULL,"fairs","336"
"2000","314","4881",NULL,"fairs","137"
"2002","314","4881",NULL,,"136-139"
"2004","244","8993",NULL,,"229"
"2006","314","8994",NULL,,"138"
"2008","314","8995",NULL,,"139"
"2010","314","7973",NULL,,"139-145"
"2012","4","8997",NULL,,"366"
"2014","244","8998",NULL,,"229"
"2016","244","2036",NULL,,"240"
"2020","176","9001",NULL,,"125-126"
"2022","126","8933",NULL,"tolls",
"2024","176","8933",NULL,,"118-120"
"2026","46","8933",NULL,,
"2028","118","1622",NULL,,"54-55"
"2030","176","8923",NULL,,"122"
"2032","30","8923",NULL,,"83"
"2034","154","8923",NULL,"tolls","46"
"2036","126","8923",NULL,"tolls",
"2038","64","1626",NULL,,"113"
"2040","164","1628",NULL,,"37"
"2042","38","1633",NULL,,"137f."
"2044","38","1639",NULL,,"138"
"2046","244","280",NULL,"fairs","251"
"2048","318","1643",NULL,,"112-113"
"2050","244","4309",NULL,"fairs","252"
"2052","244","351",NULL,"fairs","253-254"
"2054","244","5453",NULL,,"254"
"2056","244","2177",NULL,"fairs","245"
"2058","244","259",NULL,"fairs","245"
"2060","320","9003",NULL,,"15-19, 36-40"
"2062","320","6379",NULL,"tolls","42"
"2064","320","8971",NULL,"tolls","42"
"2066","320","8965",NULL,,"46-47"
"2068","320","8966",NULL,,"47"
"2070","320","1177",NULL,"tolls","48"
"2072","320","8964",NULL,"tolls","49"
"2074","320","3694",NULL,,"22-23"
"2076","320","5735",NULL,,"24-25"
"2078","320","6965",NULL,,"25-26"
"2080","320","7551",NULL,,"27"
"2082","320","188",NULL,,"31-33"
"2086","320","9005",NULL,,"71-74"
"2088","320","9006",NULL,,"72"
"2090","322","8012",NULL,,"65, 85"
"2092","320","5616",NULL,,"72-73"
"2094","322","9007",NULL,,"28"
"2096","322","5616",NULL,,"28, 63-64, 71"
"2098","320","9008",NULL,,"72"
"2100","320","9009",NULL,,"78"
"2102","320","9010",NULL,,"78"
"2104","48","9010",NULL,,"123"
"2106","324","9010",NULL,,"41"
"2108","320","9011",NULL,,"79"
"2110","316","9011",NULL,,"71-72"
"2112","326","8941",NULL,,"52, 167, 174, 211"
"2114","326","973",NULL,,"22-52"
"2116","4","975",NULL,"tolls","254"
"2118","326","975",NULL,"tolls","49, 142, 146"
"2120","60","35",NULL,,"p. 106"
"2122","4","1126",NULL,,"254"
"2124","326","9012",NULL,"tolls","87"
"2126","326","9012",NULL,,"87"
"2128","4","9012",NULL,,"254"
"2130","326","1130",NULL,,"87"
"2132","60","1610",NULL,,"108"
"2134","328","975",NULL,,"257"
"2136","330","2861",NULL,,"361"
"2138","74","1709",NULL,,"141f."
"2140","118","1711",NULL,,"62"
"2142","330","2951",NULL,,"377"
"2144","318","1713",NULL,,"115"
"2146","332","973",NULL,"fairs","21-25"
"2148","38","1789",NULL,,"155-156"
"2150","60","1789",NULL,,"121"
"2152","318","1717",NULL,,"117-118"
"2154","72","1722",NULL,,"115"
"2156","48","1723",NULL,,"135"
"2158","62","1724",NULL,,"127"
"2160","60","1790",NULL,,"p. 123"
"2162","38","1790",NULL,,"p. 156"
"2164","96","1726",NULL,,"76-77"
"2166","72","50",NULL,,"116-117"
"2168","60","1856",NULL,,"126"
"2170","68","1736",NULL,,"44-45"
"2172","38","1737",NULL,,"150"
"2174","38","1741",NULL,,"152"
"2176","38","1750",NULL,,"153"
"2178","74","1761",NULL,,"148f."
"2180","66","1763",NULL,,"135"
"2182","64","1772",NULL,,"126"
"2184","38","1775",NULL,,"154"
"2186","38","1777",NULL,,"154"
"2188","334","9014",NULL,,"234"
"2190","76","9015",NULL,,"126"
"2192","334","9015",NULL,,"231-233"
"2194","164","1780",NULL,,"41"
"2196","38","1786",NULL,,"154"
"2198","62","1788",NULL,,"130"
"2200","38","1791",NULL,,"156"
"2202","62","1797",NULL,,"138"
"2204","38","1798",NULL,,"156"
"2206","162","1799",NULL,,"124f."
"2208","230","2778",NULL,"fairs","337, n. 60"
"2210","38","1801",NULL,,"159"
"2212","38","1805",NULL,,"159"
"2214","62","1806",NULL,,"142"
"2216","162","1807",NULL,,"126-127"
"2218","184","2778",NULL,"fairs","124"
"2220","66","1810",NULL,,"144"
"2222","64","1812",NULL,,"130f. "
"2224","166","1816",NULL,,"157"
"2226","336","975",NULL,"tolls","21-22"
"2228","336","975",NULL,,"17-19, 27-28"
"2230","336","975",NULL,"fairs","41-42"
"2232","338","9010",NULL,,"35-41"
"2234","338","4459",NULL,"tolls","30-32"
"2236","338","9023",NULL,"tolls","30-32"
"2238","338","4459",NULL,,"22-24"
"2240","322","8403",NULL,,"86-87"
"2242","340","8403",NULL,,"487-488"
"2244","342","3313",NULL,,"18"
"2246","342","8403",NULL,,"18"
"2248","342","8235",NULL,,"18"
"2250","322","8235",NULL,,"33, 86, 92, 97"
"2252","342","8605",NULL,,"18"
"2254","322","8605",NULL,,"93, 95"
"2256","342","8012",NULL,,"2"
"2260","344","76",NULL,,"1f."
"2262","344","8880",NULL,,"3"
"2264","344","125",NULL,,"10f."
"2266","344","143",NULL,,"13"
"2268","344","138",NULL,,"15"
"2270","344","248",NULL,,"16"
"2272","344","264",NULL,,"20"
"2274","344","287",NULL,,"23-24"
"2276","344","309",NULL,,"30"
"2278","344","342",NULL,,"34-35"
"2280","344","156",NULL,,"124"
"2282","344","1714",NULL,,"60f."
"2284","344","1803",NULL,,"65"
"2286","346","9024",NULL,"tolls","20"
"2288","346","718",NULL,"tolls","20"
"2290","346","4459",NULL,"tolls","20"
"2292","346","9023",NULL,"tolls","20"
"2294","346","6965",NULL,"tolls","20"
"2296","346","9025",NULL,"tolls","20"
"2298","4","9025",NULL,"tolls","319"
"2300","346","9026",NULL,"tolls","20"
"2302","346","7684",NULL,"tolls","20"
"2304","4","7684",NULL,"tolls","305"
"2306","348","2036",NULL,"fairs","52-53"
"2308","348","2036",NULL,,"50-52, 58-60"
"2310","350","2036",NULL,"fairs","79-81"
"2312","350","2036",NULL,,"73-75"
"2314","350","2036",NULL,"tolls","81"
"2316","352","1691",NULL,,"662"
"2318","352","3540",NULL,,"670"
"2320","352","7701",NULL,,"685"
"2322","352","8080",NULL,,"685"
"2324","60","1911",NULL,,"129"
"2326","60","1912",NULL,,"130"
"2328","60","2009",NULL,,"p. 131"
"2330","60","2036",NULL,,"p. 133"
"2332","60","2049",NULL,,"135"
"2334","344","313",NULL,,"29"
"2336","38","2084",NULL,,"196"
"2338","60","2084",NULL,,"138"
"2340","60","2199",NULL,,"142"
"2342","60","0",NULL,,"144"
"2344","60","2337",NULL,,"152"
"2346","354","9027",NULL,,"A-K, 121"
"2348","324","2759",NULL,,"40"
"2350","400","4202",NULL,,"895-897"
"2352","400","4202",NULL,"fairs","897"
"2354","244","4202",NULL,"fairs","243"
"2356","38","1826",NULL,,"160"
"2358","38","1828",NULL,,"161"
"2362","60","2795",NULL,,"169-177"
"2364","38","1831",NULL,,"162"
"2366","60","2802",NULL,,"177-180"
"2370","358","4309",NULL,"fairs","28"
"2372","358","4309",NULL,,"25, 30, 54"
"2374","360","1836",NULL,,"154"
"2376","360","1830",NULL,,"153f."
"2378","38","1838",NULL,,"162"
"2380","60","2834",NULL,,"181-183"
"2382","60","2840",NULL,,"183-184"
"2384","362","4309",NULL,,"39-40"
"2386","364","4309",NULL,,"9-24"
"2388","366","2840",NULL,,"98, 110, 113-118"
"2390","38","1846",NULL,,"163"
"2392","74","1846",NULL,,"162"
"2394","38","1851",NULL,,"166"
"2396","358","4310",NULL,,"26"
"2398","368","4310",NULL,,"66-67"
"2400","38","1857",NULL,,"166"
"2402","364","4310",NULL,,"13-14"
"2404","38","1858",NULL,,"166"
"2406","38","1865",NULL,,"167"
"2408","38","1866",NULL,,"168"
"2410","66","1868",NULL,,"153"
"2412","370","6188",NULL,,"71-75"
"2414","372","6188",NULL,"fairs","182"
"2416","374","4352",NULL,,
"2418","376","4352",NULL,,"37"
"2420","378","4881",NULL,,"75-77"
"2422","378","4881",NULL,"fairs","68-70"
"2424","380","8994",NULL,,"105-106"
"2426","380","8995",NULL,,"105-106"
"2428","380","4881",NULL,"fairs","118"
"2430","382","4881",NULL,"fairs","247"
"2432","384","1429",NULL,"fairs","46, 48-49"
"2434","384","4352",NULL,"fairs","46-47"
"2436","384","9038",NULL,,"47"
"2438","386","1429",NULL,"fairs","226-228"
"2440","386","9038",NULL,,"68-73"
"2442","386","9038",NULL,"fairs","72, 227"
"2444","388","4475",NULL,,
"2446","390","4475",NULL,,"37-38"
"2448","392","4475",NULL,"fairs","48"
"2450","392","9040",NULL,,"48"
"2452","394","1024",NULL,,"19"
"2454","394","6392",NULL,,"67"
"2456","394","318",NULL,,"23"
"2458","394","1538",NULL,,"23"
"2460","394","2880",NULL,,"39"
"2462","394","1399",NULL,,"48"
"2464","394","8136",NULL,,"48"
"2466","394","7556",NULL,,"36"
"2468","394","5530",NULL,,"54"
"2470","394","4216",NULL,,"26"
"2472","394","212",NULL,,"37-38"
"2474","394","8974",NULL,,"38"
"2476","394","8371",NULL,,"12"
"2478","394","4881",NULL,,"62-63"
"2480","394","2572",NULL,,"74"
"2482","394","3710",NULL,,"48"
"2484","394","2840",NULL,,"61"
"2486","394","2493",NULL,,"31"
"2488","394","3714",NULL,,"31"
"2490","394","6607",NULL,,"69-70"
"2492","394","3722",NULL,,"11"
"2494","394","2505",NULL,,"11"
"2496","394","1317",NULL,,"36"
"2498","394","2127",NULL,,"32"
"2500","394","7636",NULL,,"56"
"2502","394","657",NULL,,"15"
"2504","394","478",NULL,,"79-80"
"2506","394","6833",NULL,,"24"
"2508","394","374",NULL,,"36"
"2510","394","4364",NULL,,"67"
"2512","394","7700",NULL,,"77"
"2514","394","2009",NULL,,"31"
"2516","394","5539",NULL,,"29-30"
"2518","394","3014",NULL,,"30"
"2520","394","1749",NULL,,"14"
"2522","394","4382",NULL,,"55"
"2524","394","1798",NULL,,"20"
"2526","60","2945",NULL,,"186-189"
"2528","38","2945",NULL,,"255"
"2530","156","2945",NULL,,"70"
"2532","60","3009",NULL,,"190"
"2534","38","3009",NULL,,"262"
"2536","60","3050",NULL,,"195-200"
"2538","60","3213",NULL,,"205-207"
"2540","62","1886",NULL,,"150"
"2542","48","1888",NULL,,"145-146"
"2544","344","1895",NULL,,"74f."
"2546","344","1898",NULL,,"75"
"2548","38","1906",NULL,,"170"
"2550","38","1902",NULL,,"169"
"2552","396","5461",NULL,,"42-53"
"2554","38","1896",NULL,,"169"
"2556","396","5461",NULL,"tolls","52"
"2558","398","280",NULL,,"123-125"
"2560","398","280",NULL,"fairs","128"
"2562","400","1621",NULL,,"344-346"
"2564","330","9012",NULL,,"149"
"2566","330","1126",NULL,,"149"
"2568","330","1130",NULL,,"150"
"2570","402","9013",NULL,,"539"
"2572","402","8938",NULL,,"916"
"2574","402","2381",NULL,,"322"
"2576","402","5702",NULL,,"647"
"2578","402","8154",NULL,,"945"
"2580","402","9092",NULL,,"860-861, 951"
"2582","4","9092",NULL,"tolls","365"
"2584","326","1379",NULL,"tolls","123"
"2586","326","9092",NULL,"tolls","123"
"2588","402","9092",NULL,"tolls","860-861"
"2590","330","3245",NULL,,"411"
"2592","330","9093",NULL,,"411"
"2594","330","9094",NULL,,"464"
"2596","4","9094",NULL,"tolls","388"
"2598","330","9094",NULL,"tolls","464"
"2600","330","281",NULL,,"36"
"2602","402","4712",NULL,,"563"
"2604","402","8941",NULL,"tolls","969"
"2606","402","8941",NULL,,"969"
"2608","154","8941",NULL,"tolls","38"
"2610","404","2861",NULL,,"11-14"
"2612","406","9012",NULL,,"246-248"
"2614","406","9012",NULL,"tolls","248-249"
"2616","406","1126",NULL,,"246-247"
"2618","48","3213",NULL,,"200"
"2620","60","8927",NULL,,"207-209"
"2622","60","3921",NULL,,"214-216"
"2624","38","3921",NULL,,"324"
"2626","60","4309",NULL,,"218-220"
"2628","60","4324",NULL,,"220-221"
"2630","60","4475",NULL,,"p. 222 - 225"
"2632","60","4550",NULL,,"225-226"
"2634","38","4550",NULL,,"370"
"2636","38","4622",NULL,,"376"
"2638","60","4622",NULL,,"227-228"
"2640","60","4653",NULL,,"229-234"
"2642","38","4653",NULL,,"377"
"2644","60","4860",NULL,,"234-236"
"2646","60","4881",NULL,,"p. 236 - 239"
"2648","72","47",NULL,,"267"
"2650","60","47",NULL,,"239-240"
"2652","38","47",NULL,,"413"
"2654","60","18",NULL,,"240-243"
"2656","38","18",NULL,,"242"
"2658","60","5250",NULL,,"p. 245 - 246"
"2660","38","5250",NULL,,"p. 432"
"2662","62","5307",NULL,,"337-339"
"2664","38","5307",NULL,,"442"
"2666","60","5307",NULL,,"247-248"
"2668","60","5398",NULL,,"248-250"
"2670","60","5453",NULL,,"250-252"
"2672","60","5461",NULL,,"256 - 257"
"2674","60","5623",NULL,,"p. 265 - 278"
"2676","60","5704",NULL,,"278 - 283"
"2678","60","5734",NULL,,"285-288"
"2680","60","5855",NULL,,"291-293"
"2682","60","5869",NULL,,"p. 293 - 295"
"2684","60","6188",NULL,,"p. 297 - 298"
"2686","344","1922",NULL,,"76"
"2688","38","1923",NULL,,"172f."
"2690","60","6379",NULL,,"299-301"
"2692","66","1927",NULL,,"162"
"2694","60","6546",NULL,,"312-314"
"2696","38","1947",NULL,,"173"
"2698","156","1959",NULL,,"60"
"2700","38","1962",NULL,,"174"
"2702","38","1965",NULL,,"175"
"2704","38","1967",NULL,,"175"
"2706","38","1973",NULL,,"176"
"2708","38","1985",NULL,,"177"
"2710","38","1988",NULL,,"178"
"2712","38","1987",NULL,,"179"
"2714","162","1999",NULL,,"132f."
"2716","64","1999",NULL,,"142"
"2718","38","2002",NULL,,"180"
"2720","38","2004",NULL,,"181"
"2722","38","2012",NULL,,"183"
"2724","38","2024",NULL,,"185"
"2726","38","2031",NULL,,"186"
"2728","62","2032",NULL,,"156-157"
"2730","38","2037",NULL,,"187"
"2732","38","2038",NULL,,"187"
"2734","64","2044",NULL,,"148"
"2736","164","2045",NULL,,"48"
"2738","38","2048",NULL,,"190"
"2740","96","2053",NULL,,"89"
"2742","60","6704",NULL,,"318-319"
"2744","60","6774",NULL,,"323-324"
"2746","60","6954",NULL,,"325-328"
"2748","60","6965",NULL,,"328-329"
"2750","38","2065",NULL,,"193"
"2752","60","6987",NULL,,"p. 329 - 332"
"2754","60","7060",NULL,,"332-334"
"2756","62","2072",NULL,,"160"
"2758","60","7248",NULL,,"334-336"
"2760","60","7314",NULL,,"337-338"
"2762","60","7321",NULL,,"338-342"
"2764","60","7322",NULL,,"342-344"
"2766","60","7324",NULL,,"344-346"
"2768","60","7535",NULL,,"346-347"
"2770","60","7894",NULL,,"348-354"
"2772","38","7894",NULL,,"631"
"2774","38","2083",NULL,,"194"
"2776","38","2086",NULL,,"194"
"2778","60","8005",NULL,,"p. 362 - 366"
"2780","38","2094",NULL,,"195"
"2782","38","2099",NULL,,"196"
"2784","60","8012",NULL,,"366-367"
"2786","38","2106",NULL,,"196"
"2788","60","8036",NULL,,"367-369"
"2790","60","8166",NULL,,"369-370"
"2792","60","8240",NULL,,"p. 370 - 371"
"2794","38","8240",NULL,,"p. 660"
"2796","38","2128",NULL,,"198"
"2798","318","2133",NULL,,"150"
"2800","72","2137",NULL,,"150-151"
"2802","38","2142",NULL,,"198"
"2804","60","8486",NULL,,"383-384"
"2806","38","8486",NULL,,"683"
"2808","38","8523",NULL,,"685-686"
"2810","60","8523",NULL,,"384-385"
"2812","70","51",NULL,,"149-150"
"2814","38","2146",NULL,,"199"
"2816","38","2148",NULL,,"199"
"2818","60","8580",NULL,,"387-394"
"2820","38","8580",NULL,,"688"
"2822","60","8649",NULL,,"396-398"
"2824","60","8665",NULL,,"398-399"
"2826","60","8773",NULL,,"p. 399- 400"
"2828","408","5704",NULL,"fairs","59-61"
"2830","70","55",NULL,,"152-153"
"2832","38","2151",NULL,,"200"
"2834","38","2160",NULL,,"201"
